Structures,chem_comp,solvent_removed,framework_count,framework_mean_dim
TOWNOK_clean,Fe6H1116C2604S186O1178,1,1,3.0
TOWNUQ_clean,O2652C13464H9792Fe12,1,1,3.0
TOWXEK_clean,Zn186H108C4092O1054,1,1,3.0
TOXHAR_clean,Zn62H54C2046O558,1,1,3.0
TOXHEV_clean,Zn155Fe1H3348C4092O1178,1,1,3.0
TOXMUQ_clean,O1240C1984H32Al248,1,1,3.0
TOXNAX_clean,Al204H48C2448O1020,1,2,2.0
TOXNEB_clean,O1240C1984H32Al248,1,1,3.0
TOXNIF_clean,Al204H16C1632O1020,1,1,3.0
TOZHAR_clean,Ag124H12C372N372,1,1,3.0
TUBCEA_clean,Cd155H24C1364N310O496,1,1,3.0
TUBJAD_clean,Cu124H56C2480N372O620,1,1,3.0
TUBLIN_clean,Cd62H48C1984N124O372,1,1,3.0
TUBWEU_clean,Sn918O3060N1224C23256H864,1,1,3.0
TUCJAD_clean,Mn12H744C2232S372O1488,1,1,3.0
TUDJOS,Zn372H120C2976N1488,1,1,3.0
TUDQOZ_clean,Cd744H272C14880N2480O2976,1,1,3.0
TUFSUK_clean,Tb124O868C992H12N124,1,1,3.0
TUFTAR_clean,Eu124O868C992H12N124,1,1,3.0
TUGFAE_clean,Ni8O2244N408C6936H4488,1,1,3.0
TUGSOE_charged,Cd93H104C2604N1364O744,0,1,3.0
TUGSUK_ion_b,Cu372S496O2232N2976C6944H304,0,1,3.0
TUGTAR_clean,Cu248O124H148N1488C3472,1,1,3.0
TUJFUB_clean,Cu248Cl992O992N496C6944H160,1,1,3.0
TUJGAI_clean,Cu248O992N496C6944H152Br744,1,1,3.0
TUJGIQ_clean,Cu248N744C4960H104O1488,1,1,3.0
TUKCOT_clean,Cd124C1860H48N744,1,1,3.0
TUKCUZ_clean,Cd124C2852H64N744O620,1,1,3.0
TUKDAG_clean,Cd124C2976H72N744O496,1,1,3.0
TUKYIJ_clean,Ag992C14880H672N5952,1,1,3.0
TULLIW,Na124Cd496H76C2356N992O1860,1,1,3.0
TULLIW_clean,Cd248H26C1178N496O744,1,1,3.0
TULNIZ_clean,Co4O816N816C3468S204H2856,1,1,3.0
TUMDAI_clean,C3060H36N1020O816Zn204,1,1,3.0
TUMGOX_clean,Ce4C744O744,1,1,3.0
TUMGUD_clean,Eu4C744O744,1,1,3.0
TUMQID_clean,C3060H32N816O816Cu204,1,1,3.0
TUMQOJ_clean,C3060H32N816O816Zn204,1,1,3.0
TUMRAW_clean,C3060H36N1020O816Cu204,1,1,3.0
TUMREA_clean,C3060H36N1020O816Zn204,1,1,3.0
TUMRIE_clean,C3060H36N1020O816Cd204,1,1,3.0
TUMROK_clean,C3060H1836N1020O816Co4,1,1,3.0
TUMRUQ_clean,C3060H36N1020O816Cu204,1,1,3.0
TUMTOK01_clean,Zn248P372O1488H12,1,1,3.0
TUMTOK_clean,Zn8P612O2448,1,1,3.0
TUNDAJ_clean,N7344C12240H144Ag1224,1,2,3.0
TUNJET_clean,Br3264Co16N3264O3264C17952H11424,1,1,3.0
TUPDOZ_clean,O496N744C2232H48Cu124,1,2,3.0
TUPGIU_clean,Na2O248N124C744,1,1,3.0
TUQWIL01_clean,P816O3264H24Zn408,1,1,3.0
TUQWIL_clean,P816O3264Zn8,1,1,3.0
TURBUE_clean,C13464O11016Gd3060Ni12N1224,1,1,3.0
TURDIV_clean,Co4O612N612C4692H3876,1,1,3.0
TURDOB_clean,Co8N1224O1224C9384H7752,1,1,3.0
TURDUH_clean,Co8O1224N1224C9384H7752,1,1,3.0
TURFAP_clean,Co4O612N612C4692H3876,1,1,3.0
TURFET_clean,Co4O612N612C4692H3876,1,1,3.0
TUTHIA_clean,Mn8O1632C5712H3672N816,1,1,3.0
TUTHOG_clean,Mn4H1240C1736N248O496,1,1,3.0
TUTJAU_clean,Mn8H2232C3472N496O992,1,1,3.0
TUTZOX_clean,La248H96C3720O1488,1,1,3.0
TUTZUD_clean,Er248H96C3720O1488,1,1,3.0
TUVDIX_clean,Pr124Mn6H1116C2604N372O1488,1,1,3.0
TUVDOD_clean,Gd124Mn6H1116C2604N372O1488,1,1,3.0
TUVDUJ_clean,Er124Mn6H1116C2604N372O1488,1,1,3.0
TUWFUN_clean,Ga1836P1632F12O6732,1,1,3.0
TUWPIL_clean,Cd124H72C3224S248O744,1,1,3.0
TUYFIE_clean,Zn124C1364H20O496N124,1,1,3.0
TUYHOL_clean,W372Ce124N124O1612C868H12Si31,1,1,3.0
TUYHUR_clean,Ce496N496O1984C3472H48,1,1,3.0
TUYJAZ_clean,La496N496O2480H80C3472,1,1,3.0
TUYJED_clean,Nd496N496O1984C3472H48,1,1,3.0
TUYJII_clean,Cd62O248N248C1736H64,1,1,3.0
TUYLIJ_clean,Al1224P1224F16O4896,1,1,3.0
TUYNEI_clean,Cu124O744H44C868,1,1,3.0
TUZNOS_clean,N2448H288C10608O2448Zn1224,1,1,3.0
TUZVUH_clean,C3366H48O612S306Cu102I102Eu102,1,1,3.0
UBACOR_clean,Zn248H56C3224N248O992,1,1,3.0
UBACUX_clean,Zn248H56C3224N496O992,1,1,3.0
UBECEM_clean,O744H12C558U186,1,1,3.0
UBIBUF_clean,Zn558C4464H54O2232N558,1,1,3.0
UBIPAY_clean,Mn2H558C930N62O248,1,1,3.0
UBOGAV_clean,U93Cu62P124H16C868O620,1,1,3.0
UBULUA_clean,Zn744H192C8928I1488N2976,1,1,3.0
UBUMAH_clean,Zn496H56C4216O1612,1,1,3.0
UBUROY_clean,Zn2Cu248C372N372,1,1,3.0
UCABAE_clean,N1224C3570H50O204Cd102,1,1,3.0
UCALIW_clean,N816C4896H88O408Cd204,1,1,3.0
UCAXEC_clean,O816C1836H1428Mn4N204,1,1,3.0
UCEGAM_clean,Eu62Mo62O62H8N496C558Cs62,1,1,3.0
UCEGEQ_clean,Tb62Mo62O62H8N496C558Cs62,1,1,3.0
UCEXAC_clean,Tb186H36C2232O1116,1,1,3.0
UCEXEG_clean,Dy186H36C2232O1116,1,1,3.0
UCEXIK_clean,Ho186H36C2232O1116,1,1,3.0
UCEXOQ_clean,Er186H36C2232O1116,1,1,3.0
UCOCUM_neutral,Cu372H24C2232O1488,1,1,3.0
UCOCUM_neutral_5b,Cu372H24C2232O1488,1,1,3.0
UCOHUR_clean,Zn744I1488C8928H192N2976,1,1,3.0
UCOJAZ_clean,Zn744H192C8928I1488N2976,1,1,3.0
UCOJED_clean,Zn744H192C8928I1488N2976,1,2,3.0
UCOJIH_clean,Zn744I1488C8928H192N2976,1,2,3.0
UCOXOZ_clean,Cu372H160C5580N1116O992,1,1,3.0
UCUTIW_clean,O496C1488H24Zn124,1,1,3.0
UDAMET_clean,Ag64C1984I1736,1,1,3.0
UDANAQ_clean,Zn62H48C2232N62O248,1,1,3.0
UDANEV_clean,N2448O4896C6120In1632H24,1,1,3.0
UDAWOO_clean,C14688H192I3672N4896Zn1224,1,1,3.0
UDAWUU_clean,C7344H96I1428N2448Zn612,1,1,3.0
UDAXAB_clean,I4080Zn1224N4896C14688H192,1,1,3.0
UDAXEF_clean,I3264Zn1224N4896C14688H192,1,1,3.0
UDAXIJ_clean,I4488Zn1224N4896C14688H192,1,1,3.0
UDEGIW_clean,N408Cu408O1632C6936H72,1,1,3.0
UDEPIE_clean,H32Pb408C4080N1224O1632,1,1,3.0
UDICAN_clean,Bi1224H24C3672O3468,1,1,3.0
UDICER_clean,C1116O24Bi124,1,1,3.0
UDIDAO_clean,Co32H1116C3348N2232O2108,1,1,3.0
UDIHIZ_charged,Nd1302H240C7812N372O11160,0,1,3.0
UDIHOF_charged,Ni6H1488C2976N372O992,1,2,3.0
UDIQII_clean,O1488C2728H64Tb248,1,1,3.0
UDOVUG_charged,Zn496P496H64C3472O2480,1,1,3.0
UDUMIP02_clean,Ag1488O5952C8928H128,1,1,3.0
UDUMIP03_clean,Ag1488O5952H128C8928,1,1,3.0
UDUMIP_clean,Ag1488O5952C8928H128,1,1,3.0
UFANEV,Ag248Sb248H112C5456N992O496F1488,0,1,3.0
UFASAW_charged,Cd620H76C4340N1364O2108,0,1,3.0
UFASEA_ion_b,Cd496C4030H74N1116O1240,1,1,3.0
UFATEA01_clean,Ni2H496C744N124O248,1,1,3.0
UFEMIC_clean,C2040Cu16N816,1,1,3.0
UFENAW_clean,Zn12O1488C2976,1,1,3.0
UFENEZ_clean,Cu8N248C496,1,1,3.0
UFEVIL_clean,Cd124H72C2232N744,1,2,3.0
UFEXEJ_clean,Dy186Cu93H12C930N372O837,1,1,3.0
UFEXIN_clean,Ho186Cu93H12C930N372O837,1,1,3.0
UFEXOT_clean,Er558O2511H60N1116C2790Cu279,1,1,3.0
UFILUR02_clean,C1224N1224Cr204Mn4,1,1,3.0
UFILUR_clean,C1224N1224Cr204Mn4,1,1,3.0
UFIREI_clean,Zn496H168C8556O1612,1,2,3.0
UFISOS_clean,Fe16Cl816O3672C1632,1,1,3.0
UFISUY_clean,Fe16Cl816O3672C1632,1,1,3.0
UFITEJ_clean,Fe8Cl408O1836H204C816,1,1,3.0
UFOFIF_clean,Mn4Nb62H248C744N620,1,1,3.0
UFUMUD01_clean,Cu62H16C744N124O248,1,1,3.0
UFUMUD02_clean,Cu62H16C744N124O248,1,1,3.0
UFUMUD_clean,Cu62H16C744N124O248,1,1,3.0
UFUNAK_clean,Cu62H16C744N124O248,1,1,3.0
UFUNIS_clean,Cu124O496N248C1488H32,1,1,3.0
UFUQIV_clean,Cu248H128C4960N992,1,2,3.0
UFUTIY_clean,Cu124Mo248H24C620N248O496,1,1,2.0
UGAPOI_clean,Na124N496C2480H64,1,1,3.0
UGAQEY_clean,Ni8Mo248H3968C4960N992O496,1,1,3.0
UGELIB_clean,Ga1632P1632F16O6528,1,1,3.0
UGEPEB01_clean,Cu124H20C744N124O372,1,1,3.0
UGEPEB_clean,Cu124H20C744N124O372,1,1,3.0
UGIGAS01_clean,P408O1632H8Sc204,1,1,3.0
UGIGAS_clean,P408O1632H8Sc204,1,1,3.0
UGOFED_clean,O1632C9792N816H4896Cs204Fe8,1,1,3.0
UGOSOY_charged,Cu124H64C2976N992O744Cl124,0,2,3.0
UGUGUZ_clean,Yb248C1488N372O48,1,1,3.0
UGUHAG_clean,Lu248C1488N372O48,1,1,3.0
UGUHEK_clean,Er8C2448N612O2448,1,1,3.0
UGUQOC_charged,Zn62H20C620O496N124,0,1,3.0
UGUQOC_clean,Zn62H20C620N124O496,0,1,3.0
UGUQUK_clean,Co8C8976O1632N1632H6324,1,2,3.0
UGUXAV_clean,O1984C1984H64Cd248,1,1,3.0
UHADAI_clean,Cd8C1224S1224N1224,1,1,3.0
UHASED_clean,Cu124C868H8O744,1,1,3.0
UHAXUW_clean,Cd124H32C1736S248N744O124,1,1,3.0
UHISEK_clean,C2550H26Eu204O1428,1,1,3.0
UHISOU_clean,Mg62H2C310O248,1,1,3.0
UHIYOB_clean,Co4O816N816C3672H4080,1,1,3.0
UHOHEG_clean,Se816C10608N1224H8160Fe4,1,1,3.0
UJAQAY_clean,Mn6H1116C2356N124O1240,1,1,3.0
UJAQEC_clean,Co4H496C1054O682,1,1,3.0
UJAQUS_clean,Zn248H40C2232O1240,1,1,3.0
UJARAZ_clean,Ni4H744C1116O744,1,1,3.0
UJECUI_clean,S918O1836N918H4590C2754La153Co9,1,1,3.0
UJEDIX_clean,Yb153Co9H4590C2754S918N918O1836,1,1,3.0
UJEFOE01_clean,Yb124H36C2232O744,1,1,3.0
UJEFOE_clean,Yb124H36C2232O744,1,1,3.0
UJEGUL_clean,C3672H12O1632S204N204Cu408,1,1,3.0
UJIPAG_clean,Er32S1632O8160,1,1,3.0
UJIPEK_clean,Ho32O4960S992,1,1,3.0
UJIZET_clean,Nd124H32C1116O744,1,1,3.0
UJOJAG_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJEK01_clean,C1530N1224Mn8O612H2142,1,1,3.0
UJOJEK02_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJEK_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO01_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO02_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO03_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO04_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO05_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO06_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO07_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJIO_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJOU01_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOJOU_clean,Mn8O612C1530N1224H2142,1,1,3.0
UJOKIP01_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOKIP02_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOKIP03_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOKIP04_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOKIP05_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOKIP_clean,Mn6O612C1530N1224H2142Cr102,1,1,3.0
UJOWEW_clean,Cu124H40W62C1736N744,1,1,3.0
UJOWIA_charged,Co4H3472W62C1984N992O496,1,1,3.0
UJULIW_clean,Cu186O1488H28P248C868,1,1,3.0
UJUMUJ_clean,Co8N1224O1632C11832H8568,1,1,3.0
UJUPUM_clean,N9792C4896H144Zn1428,1,1,3.0
UJUQIB_clean,O714N1530C4590H3060Co6,1,1,3.0
UJUXOM_clean,Ag248N744H120C1488,1,1,3.0
UKAJOH_clean,Zn496S496O2976N1984C13888H384,1,1,3.0
UKAPUS_clean,Nd62P62H24C1302O434,1,1,3.0
UKAQAZ_clean,Sm62P62H24C1302O434,1,1,3.0
UKAQED_clean,Eu62P62H24C1302O434,1,1,3.0
UKAQIH_clean,Gd62P62H24C1302O434,1,1,3.0
UKAZAI_clean,Cu1488O5208H744C2232Mn8K248,1,1,3.0
UKAZEM_clean,Cu372Mn4Cl124C1116O2232,1,1,3.0
UKEXEP_clean,C6528H32Cd612N816O4896,1,1,3.0
UKIQIP_clean,Mn9H1302C2790O1116,1,1,3.0
UKIQOV_clean,Co6Cu372H2604C5580O2232,1,1,3.0
UKIQUB_clean,O3774C11628H6732Cu612Fe6,1,1,3.0
UKOLOV_clean,Zn1984C10416H192O6200N496,1,2,3.0
UKOXUO_clean,C3060H120N4284Cd510,1,1,3.0
UKOZOK_clean,Bi1224O8568C7344H96,1,1,3.0
UKOZOL_clean,Ca186O1240C4588H144N124,1,2,3.0
UKUBIM_clean,Cd124H104C3100S248N496O496,1,2,3.0
UKUBOS_clean,Mn4H3224C3100S248N496O496,1,2,3.0
UKUBUY_clean,Fe4H3224C3100S248N496O496,1,2,3.0
UKUCAF_clean,Co4H3224C3100S248N496O496,1,2,3.0
UKUDEL_clean,C5952Zr24O3968,1,1,3.0
UKULOB01_clean,Fe4Ag248H496C992N744,1,1,3.0
UKULOB_clean,Fe4Ag248H496C992N744,1,1,3.0
UKUMAO01_clean,Fe4H496Au248C992N744,1,1,3.0
UKUMAO_clean,Fe4H496Au248C992N744,1,1,3.0
UKUPEX_clean,Mn7C5712O2142H2142,1,1,3.0
UKUPIB_clean,Mn7O2142C5712H2142,1,1,3.0
UKUPUL_clean,V1116Si496H64C992N496O2232,1,1,3.0
UKUTEB_clean,C6936H84N408O1836Si204Zn408,1,1,3.0
ULAQAB_clean,Zn124C4464H108O1488,1,1,3.0
ULAQEF_clean,Co4C7344H5712O2448,1,1,3.0
ULASAD_clean,C2448H1020N1428Co6Cr204,1,1,3.0
ULEHEA_clean,Sm124O992C1240H12,1,1,3.0
ULEPIM_clean,H144O1116N372C6324Zn186,1,2,3.0
ULILEI_clean,C13056H192N6528O408Cd408,1,1,3.0
ULIMIN_clean,Co12O3264H8568C9384N3264,1,1,3.0
ULOGAE_clean,Cd744O2976C4464H48,1,1,3.0
ULOGIL_clean,Cd93H6C558O372,1,1,3.0
ULOJUC01_clean,I4488Zn1224N4896C14688H192,1,1,3.0
ULOJUC_clean,I3264Zn1224N4896C14688H192,1,1,3.0
ULOKAJ_clean,I2448Zn1224N4896C14688H192,1,1,3.0
ULOKEN_clean,I2856Zn1224N4896C14688H192,1,1,3.0
ULOKOX_clean,I2856Zn1224N4896C14688H192,1,2,3.0
ULOKUD01_clean,I4488Zn1632N4896C14688H192,1,1,3.0
ULOKUD_clean,I3672Zn1224N4896C14688H192,1,1,3.0
ULOLAK_clean,I2856Zn1224N4896C14688H192,1,1,3.0
ULOLEO_clean,I2448Zn1224N4896C14688H192,1,1,3.0
ULOLIS_clean,I2448Zn1224N4896C14688H192,1,1,3.0
ULOLUE_clean,I3264Zn1224N4896C14688H192,1,1,3.0
ULOMAL_clean,I2448Zn1224N4896C14688H192,1,2,3.0
ULUPUM01_clean,Co4H496C496O620,1,1,3.0
ULUQAV_clean,Gd124O868C1860H28,1,1,3.0
ULUVUT_clean,Zn62H8C124N620,1,1,3.0
UMABIV_clean,Cd372O1116C2976H68N496,1,1,3.0
UMABOB_clean,Mn12O1836C4896H3264N816,1,1,3.0
UMALUQ_clean,N1224C4896H224B8976Sn816Ag816,1,1,3.0
UMARAC_charged,Cd372Cu744H216C5208N3720O744Cl992,1,1,3.0
UMAROR_clean,Ag248C1364H20O496,1,1,3.0
UMEDEX_clean,I2448Zn1224N4896C14688H208,1,1,3.0
UMEDIB_clean,I2448Zn1224N4896C14688H192,1,1,3.0
UMEDOH_clean,I2448Zn1224N4896C14688H208,1,1,3.0
UMEHOL_clean,Dy248S372O1488C2232H24,1,1,3.0
UMEJUT_clean,Zn248O496N1860C1364H48,1,1,3.0
UMEKAA_clean,Zn248O496N2356C1364H72,1,1,3.0
UMEKEE_clean,Zn248N1860C1860O496H48,1,1,3.0
UMEKII_clean,Zn248O496N1860C2108H56,1,1,3.0
UMELAB_clean,C11016H80O7548S1836Sm1224,1,1,3.0
UMELEF_clean,C3672H24O2550S612Eu408,1,1,3.0
UMELUU_clean,Cd8C816N1632O816,1,1,3.0
UMEMAB_clean,Cd8C816N1632O816,1,1,3.0
UMEPOT_clean,C11016H80O7548S1836Nd1224,1,1,3.0
UMEQAG_clean,Tb248S372O1488C2232H24,1,1,3.0
UMESIQ_clean,Yb248S372O1488C2232H24,1,1,3.0
UMESOW_clean,Gd248S372O1488C2232H24,1,1,3.0
UMEVUD_clean,Zn248P372H12O1488,1,1,3.0
UMEXUF01_clean,Zn310C1240H12O1116,1,1,3.0
UMEXUF_clean,Zn310H12C1240O1116,1,1,3.0
UMIGAA_clean,Zn496O3224C4464H1488Co8,1,1,3.0
UMIZEX_clean,Gd868O4340H212C10540,1,1,3.0
UMIZIB_clean,Tb868O4340H212C10540,1,1,3.0
UMOBEF04_clean,O2790C11718H234Cu558,1,1,3.0
UMOBEF05_clean,O2790C11718H234Cu558,1,1,3.0
UMOBEF06_clean,O2790C11718H234Cu558,1,1,3.0
UMOBEF07_clean,O2790C11718H234Cu558,1,1,3.0
UMOBEF08_clean,O2790C11718H234Cu558,1,1,3.0
UMOBEF09_clean,O2790C11718H234Cu558,1,1,3.0
UMODEH08_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH09_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH10_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH11_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH12_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH13_clean,O2790C12276H270Cu558,1,1,3.0
UMODEH19_clean,O2790C11718H216Cu558,1,1,3.0
UMOKIS_clean,Zn372N1984O1984C7192H144,1,1,3.0
UMORIY_clean,Cd4C408N816O408,1,1,3.0
UMOYOM14_clean,O2790C13950H180Cu558,1,1,3.0
UMOYOM15_clean,O2790C13950H180Cu558,1,1,3.0
UMOYOM16_clean,O2790C13950H180Cu558,1,1,3.0
UMOYOM17_clean,O2790C12834H180Cu558,1,1,3.0
UMOYOM18_clean,O2790C14508H180Cu558,1,1,3.0
UMOYOM19_clean,O2790C13950H180Cu558,1,1,3.0
UMUTOM_clean,Eu310H20C2480N310O1860,1,1,3.0
UMUTUS_clean,Eu248H8C1364N124O1488,1,1,3.0
UMUXEG_clean,C1938N408Cu8I306,1,1,3.0
UNABER_clean,Mo62Cu186N372C930S186H72,0,1,3.0
UNABIV_charged,Cu372Mo124H64C2728S372N620O124,1,1,3.0
UNABOB_clean,Mo248Cu744S744N1240C5704H56,1,1,3.0
UNABUH01_clean,Cu124H32C1736N248O620,1,2,3.0
UNABUH_clean,Cu124H32C1736N248O620,1,2,3.0
UNACES01_clean,C16524O5508H162Cu918N1836,1,1,3.0
UNACES_clean,Cu124H32C1736N248O620,1,2,3.0
UNACIW_clean,Cu124H32C1736N248O620,1,2,3.0
UNADIX_clean,Zn1488C9920H64O7936,1,1,3.0
UNAGOH_clean,Zn124O744C1116H12,1,1,3.0
UNAGUN_clean,Zn124O744C1116H12,1,1,3.0
UNAZIT_clean,Cd248H168C6696N1736,1,4,1.5
UNEBIZ_clean,Mn9H6324C5580N372O1116,1,1,3.0
UNECOH_clean,Co16O5304C7344H2448Zn408,1,1,3.0
UNECUN_clean,Zn496O3224C4464H48Cd248,1,1,3.0
UNERUB_clean,W496P496O3472Co12,1,1,3.0
UNIGEE_clean,Zn248H24C1488O806,1,1,3.0
UNIPAJ_clean,Cd124H56C2728N496O496,1,1,3.0
UNOJUD_clean,Sr204S102C1224N204H16O918,1,1,3.0
UNOTOH_clean,C3672H48Cu204N1224,1,2,3.0
UPIBOM_clean,Tb124C1116H12O744,1,1,3.0
UPOSOI_clean,Cd372C4960H96N992Cl248,1,1,3.0
UPOVOL_clean,Er62H24C744N186O558,1,1,3.0
UPOZAB_clean,Zn310H24C2232N1116Cl248O372,1,1,3.0
UQEGII_clean,Mo744O2108N992C2480H2976Ni4V372P62,1,1,3.0
UQERIT_clean,C4080H56O2040In204,1,2,3.0
UQOGAK_clean,C5712H3672Mn8N408O2040,1,1,3.0
UQOWUU_clean,Cu496N2232C1116H36,1,1,3.0
UQOYOP_clean,N1428C5304H96Zn204,1,2,3.0
UQUCUG_clean,O744C2728H48Gd62S248N248,1,1,3.0
UQUHAQ_clean,Ni4H620C620N248O248,1,1,3.0
UQULAU_clean,Co4H2976C2604N248O434,1,1,3.0
URENEM_clean,Zn248O1240N744H52C3224,1,1,3.0
UREVIY_clean,Pr124O744C1302H18N186,1,1,3.0
UREVOE_clean,Sm124C1302H18N186O744,1,1,3.0
URONOG_clean,Ge1428Tb1224N204O6324H136C5508,1,1,3.0
URUVUA_clean,O2232C3906H54Cl1116Cu558Pd279N558,1,1,3.0
URUWEL_clean,Cu496N2480C5208H104,1,1,3.0
URUWIP_clean,Cu496N2480C5208H104,1,1,3.0
USAHAZ_clean,Zn496O2480C6448H144,1,1,3.0
USATAL_clean,C2550H2142Co4N408O918,1,1,3.0
USAWIW_clean,Cd248O744N496C5704H120,1,1,3.0
USAYOE_clean,O3978C10404Co14H6324,1,1,3.0
USEVOF_clean,C5712H48O3264N816Cu1224I408,1,1,3.0
USIRUL_clean,C7956N2652H96Cu408,1,2,3.0
USISEW_clean,C7956N2652H96Cu408,1,2,3.0
USORUR_clean,Zn248C3348H60O1240,1,1,3.0
USOXEH_clean,Zn124Cu186N1240C1860H60,1,1,3.0
USOXIL_clean,Zn248Cu372N2852C4216H144,1,1,3.0
USUBUG_clean,Zn62H8C124N620,1,1,3.0
USUPUV_clean,Y124Fe8O248N1488C1240Rb124,1,1,3.0
USUQOQ_clean,Nd124O930C1116H12,1,1,3.0
USUVIP_clean,Cd186C2976H58O992N124,1,1,3.0
USUWUC_clean,In248O52C744,1,1,3.0
UTACOJ_clean,Cu372O1302H54N372C1488Ba62,1,1,3.0
UTACUP_clean,Cu558O1860N558C3348H126Ba93,1,1,3.0
UTADIE_clean,Eu8O1984C992,1,1,3.0
UTELIQ_clean,C8568H96Mg612N1224O2448,1,1,3.0
UTEMAJ_clean,C4284H48Mg306N612O1224,1,1,3.0
UTEWOG_clean,Ni12H2232C3720N1488,1,1,3.0
UTEWUM_clean,Cu372H72C3720N1488,1,1,3.0
UTEXAT_clean,Zn372H72C3720N1488,1,1,3.0
UTEXIB_clean,Co12H2232C3720N1488,1,1,3.0
UTIYED_clean,Eu248O1488N744C6200H128,1,1,3.0
UTOCAJ_clean,Li20C4080H4080N3264O816,1,1,3.0
UTOCEN_clean,Li20C4080H4080N3264O816,1,1,3.0
UTODIR_clean,La248H312C5952N1488O2976,1,1,3.0
UTOTUT01_clean,Cu248H24C1116N744O868,1,1,3.0
UTOTUT_clean,Cu248H20C1116N744O868,1,1,3.0
UTULEB_clean,Zn372P496O1612H16,1,1,3.0
UTULIF_clean,Zn372P496H16O1488,1,1,3.0
UTULUR_SL_part,In1224C8160O7752H56,1,1,3.0
UTULUR_clean,In1224H32C8160O7752,1,1,3.0
UTUMAY_clean,Zn248H104C3968N496O992,1,1,3.0
UVANOW_clean,Ag496C8184H72N2232O744,1,1,3.0
UVANUC_clean,C2448H32Cd204N204O1224,1,1,3.0
UVARIT_clean,Zn62H40C1736N124O248,1,1,3.0
UVAROZ_clean,Zn62H40C1736N124O248,1,1,3.0
UVARUF_clean,Zn62H40C1736N124O248,1,1,3.0
UVASAM01_clean,Zn62H40C1736N124O248,1,1,3.0
UVASAM_clean,Zn62H40C1736N124O248,1,1,3.0
UVEVAT_clean,Mn8H1240C2480N744O992,1,1,3.0
UVEVEX_clean,Mn4H620C1240N372O496,1,1,3.0
UVEVUN_clean,Cu744H108C9300N372O2976,1,1,3.0
UVEWIC01_clean,Mn4Nb62C496N496,1,1,3.0
UVEWIC_clean,Mn8Nb124C992N992,1,1,3.0
UVEXAV_clean,Ga204H10C510O816,1,1,3.0
UVINAP_clean,Co2H1240C1488N496,1,1,3.0
UVIPIZ_clean,O5952Cu48C8928,1,1,3.0
UVIPOF_clean,O5952C8928Cu48,1,1,3.0
UVOBUE_clean,Ce124Mo248N124O992C868H12,1,1,3.0
UVOTOQ_clean,C12240H112O5712Tb816,1,1,3.0
UVUCEV_clean,C11220H11628O5712Co24,1,1,3.0
UVUCIZ_clean,Co24O6528C12036H12648,1,1,3.0
UVUDEW_clean,C21114H11934Co36O9180,1,1,3.0
UVUDOG_clean,C14892H3876O6120Co24,1,1,3.0
UVUDUM_clean,C18360H288O9180Zn1836,1,1,3.0
UVUFIC_clean,C30294H5508O10098Mn36,1,1,3.0
UVUFUN_clean,Zn496H240C7440N744O1488,1,1,3.0
UVUGAV_clean,C22950H144O9180Zn1836,1,1,3.0
UVUPOR_clean,Zn186H72C3720N558O744,1,3,3.0
UVUPUX_clean,Zn124H48C2480N372O620,1,1,3.0
UVUQAE_clean,Zn248H80C4216N372O1240,1,1,3.0
UVUQOT_clean,C14688N4896H192Zn1224I4896,1,1,3.0
UVUWAL_clean,C13056H144N1632O3264S408Zn816,1,2,3.0
UWALEL_clean,C6426H54O2448N306Cu306,1,1,3.0
UWELIS_clean,Zn124H32C1736N248O620,1,1,3.0
UWODAN_clean,C5712H3672Mg1224O6528Ni16P408N408,1,1,3.0
UWOWAF_clean,Mn6H744C1860S372O744,1,1,3.0
UWUKII_clean,Co16N2448O4080C9792H4692,1,1,3.0
UWUTIQ_clean,Zn248H80C3968N248O992,1,2,3.0
UXABOL_clean,Er124H24C1116O744,1,1,3.0
UXABUR_clean,Y124H32C1116O868,1,1,3.0
UXACAY_clean,Er248O1488C3224H16,1,1,3.0
UXAXEY_clean,Er124S186O1178H52C2604,1,1,3.0
UXEDEH_clean,Er62O496C248H8,1,1,3.0
UXEDIL01_clean,O992C496H16Er124,1,1,3.0
